"","Grid","Continent"
"42255",42255,"Eurasia"
"42256",42256,"Eurasia"
"42257",42257,"Eurasia"
"42258",42258,"Eurasia"
"42259",42259,"Eurasia"
"42260",42260,"Eurasia"
"42261",42261,"Eurasia"
"42274",42274,"Eurasia"
"42458",42458,"South America"
"42459",42459,"South America"
"42460",42460,"South America"
"42461",42461,"South America"
"42462",42462,"South America"
"42463",42463,"South America"
"42464",42464,"South America"
"42465",42465,"South America"
"42466",42466,"South America"
"42467",42467,"South America"
"42468",42468,"South America"
"42469",42469,"South America"
"42470",42470,"South America"
"42471",42471,"South America"
"42472",42472,"South America"
"42473",42473,"South America"
"42474",42474,"South America"
"42475",42475,"South America"
"42476",42476,"South America"
"42477",42477,"South America"
"42478",42478,"South America"
"42479",42479,"South America"
"42480",42480,"South America"
"42481",42481,"South America"
"42482",42482,"South America"
"42483",42483,"South America"
"42484",42484,"South America"
"42485",42485,"South America"
"42486",42486,"South America"
"42487",42487,"South America"
"42488",42488,"South America"
"42489",42489,"South America"
"42490",42490,"South America"
"42491",42491,"South America"
"42492",42492,"South America"
"42564",42564,"Africa"
"42565",42565,"Africa"
"42566",42566,"Africa"
"42567",42567,"Africa"
"42568",42568,"Africa"
"42569",42569,"Africa"
"42570",42570,"Africa"
"42571",42571,"Africa"
"42572",42572,"Africa"
"42573",42573,"Africa"
"42574",42574,"Africa"
"42575",42575,"Africa"
"42576",42576,"Africa"
"42577",42577,"Africa"
"42578",42578,"Africa"
"42579",42579,"Africa"
"42580",42580,"Africa"
"42581",42581,"Africa"
"42582",42582,"Africa"
"42583",42583,"Africa"
"42584",42584,"Africa"
"42585",42585,"Africa"
"42586",42586,"Africa"
"42587",42587,"Africa"
"42588",42588,"Africa"
"42589",42589,"Africa"
"42590",42590,"Africa"
"42591",42591,"Africa"
"42592",42592,"Africa"
"42593",42593,"Africa"
"42594",42594,"Africa"
"42595",42595,"Africa"
"42596",42596,"Africa"
"42597",42597,"Africa"
"42598",42598,"Africa"
"42599",42599,"Africa"
"42600",42600,"Africa"
"42601",42601,"Africa"
"42602",42602,"Africa"
"42603",42603,"Africa"
"42604",42604,"Africa"
"42605",42605,"Africa"
"42672",42672,"Eurasia"
"42673",42673,"Eurasia"
"42674",42674,"Eurasia"
"42675",42675,"Eurasia"
"42684",42684,"Eurasia"
"42685",42685,"Eurasia"
"42686",42686,"Eurasia"
"42687",42687,"Eurasia"
"42688",42688,"Eurasia"
"42689",42689,"Eurasia"
"42690",42690,"Eurasia"
"42691",42691,"Eurasia"
"42692",42692,"Eurasia"
"42693",42693,"Eurasia"
"42694",42694,"Eurasia"
"42706",42706,"Eurasia"
"42889",42889,"South America"
"42890",42890,"South America"
"42891",42891,"South America"
"42892",42892,"South America"
"42893",42893,"South America"
"42894",42894,"South America"
"42895",42895,"South America"
"42896",42896,"South America"
"42897",42897,"South America"
"42898",42898,"South America"
"42899",42899,"South America"
"42900",42900,"South America"
"42901",42901,"South America"
"42902",42902,"South America"
"42903",42903,"South America"
"42904",42904,"South America"
"42905",42905,"South America"
"42906",42906,"South America"
"42907",42907,"South America"
"42908",42908,"South America"
"42909",42909,"South America"
"42910",42910,"South America"
"42911",42911,"South America"
"42912",42912,"South America"
"42913",42913,"South America"
"42914",42914,"South America"
"42915",42915,"South America"
"42916",42916,"South America"
"42917",42917,"South America"
"42918",42918,"South America"
"42919",42919,"South America"
"42920",42920,"South America"
"42921",42921,"South America"
"42922",42922,"South America"
"42923",42923,"South America"
"42924",42924,"South America"
"42996",42996,"Africa"
"42997",42997,"Africa"
"42998",42998,"Africa"
"42999",42999,"Africa"
"43000",43000,"Africa"
"43001",43001,"Africa"
"43002",43002,"Africa"
"43003",43003,"Africa"
"43004",43004,"Africa"
"43005",43005,"Africa"
"43006",43006,"Africa"
"43007",43007,"Africa"
"43008",43008,"Africa"
"43009",43009,"Africa"
"43010",43010,"Africa"
"43011",43011,"Africa"
"43012",43012,"Africa"
"43013",43013,"Africa"
"43014",43014,"Africa"
"43015",43015,"Africa"
"43016",43016,"Africa"
"43017",43017,"Africa"
"43018",43018,"Africa"
"43019",43019,"Africa"
"43020",43020,"Africa"
"43021",43021,"Africa"
"43022",43022,"Africa"
"43023",43023,"Africa"
"43024",43024,"Africa"
"43025",43025,"Africa"
"43026",43026,"Africa"
"43027",43027,"Africa"
"43028",43028,"Africa"
"43029",43029,"Africa"
"43030",43030,"Africa"
"43031",43031,"Africa"
"43032",43032,"Africa"
"43033",43033,"Africa"
"43034",43034,"Africa"
"43035",43035,"Africa"
"43036",43036,"Africa"
"43104",43104,"Eurasia"
"43105",43105,"Eurasia"
"43106",43106,"Eurasia"
"43107",43107,"Eurasia"
"43108",43108,"Eurasia"
"43116",43116,"Eurasia"
"43117",43117,"Eurasia"
"43118",43118,"Eurasia"
"43119",43119,"Eurasia"
"43120",43120,"Eurasia"
"43121",43121,"Eurasia"
"43122",43122,"Eurasia"
"43123",43123,"Eurasia"
"43124",43124,"Eurasia"
"43125",43125,"Eurasia"
"43133",43133,"Eurasia"
"43320",43320,"South America"
"43321",43321,"South America"
"43322",43322,"South America"
"43323",43323,"South America"
"43324",43324,"South America"
"43325",43325,"South America"
"43326",43326,"South America"
"43327",43327,"South America"
"43328",43328,"South America"
"43329",43329,"South America"
"43330",43330,"South America"
"43331",43331,"South America"
"43332",43332,"South America"
"43333",43333,"South America"
"43334",43334,"South America"
"43335",43335,"South America"
"43336",43336,"South America"
"43337",43337,"South America"
"43338",43338,"South America"
"43339",43339,"South America"
"43340",43340,"South America"
"43341",43341,"South America"
"43342",43342,"South America"
"43343",43343,"South America"
"43344",43344,"South America"
"43345",43345,"South America"
"43346",43346,"South America"
"43347",43347,"South America"
"43348",43348,"South America"
"43349",43349,"South America"
"43350",43350,"South America"
"43351",43351,"South America"
"43352",43352,"South America"
"43353",43353,"South America"
"43354",43354,"South America"
"43356",43356,"South America"
"43357",43357,"South America"
"43358",43358,"South America"
"43428",43428,"Africa"
"43429",43429,"Africa"
"43430",43430,"Africa"
"43431",43431,"Africa"
"43432",43432,"Africa"
"43433",43433,"Africa"
"43434",43434,"Africa"
"43435",43435,"Africa"
"43436",43436,"Africa"
"43437",43437,"Africa"
"43438",43438,"Africa"
"43439",43439,"Africa"
"43440",43440,"Africa"
"43441",43441,"Africa"
"43442",43442,"Africa"
"43443",43443,"Africa"
"43444",43444,"Africa"
"43445",43445,"Africa"
"43446",43446,"Africa"
"43447",43447,"Africa"
"43448",43448,"Africa"
"43449",43449,"Africa"
"43450",43450,"Africa"
"43451",43451,"Africa"
"43452",43452,"Africa"
"43453",43453,"Africa"
"43454",43454,"Africa"
"43455",43455,"Africa"
"43456",43456,"Africa"
"43457",43457,"Africa"
"43458",43458,"Africa"
"43459",43459,"Africa"
"43460",43460,"Africa"
"43461",43461,"Africa"
"43462",43462,"Africa"
"43463",43463,"Africa"
"43464",43464,"Africa"
"43465",43465,"Africa"
"43466",43466,"Africa"
"43467",43467,"Africa"
"43537",43537,"Eurasia"
"43538",43538,"Eurasia"
"43539",43539,"Eurasia"
"43540",43540,"Eurasia"
"43548",43548,"Eurasia"
"43549",43549,"Eurasia"
"43550",43550,"Eurasia"
"43551",43551,"Eurasia"
"43552",43552,"Eurasia"
"43553",43553,"Eurasia"
"43554",43554,"Eurasia"
"43555",43555,"Eurasia"
"43556",43556,"Eurasia"
"43557",43557,"Eurasia"
"43570",43570,"Eurasia"
"43752",43752,"South America"
"43753",43753,"South America"
"43754",43754,"South America"
"43755",43755,"South America"
"43756",43756,"South America"
"43757",43757,"South America"
"43758",43758,"South America"
"43759",43759,"South America"
"43760",43760,"South America"
"43761",43761,"South America"
"43762",43762,"South America"
"43763",43763,"South America"
"43764",43764,"South America"
"43765",43765,"South America"
"43766",43766,"South America"
"43767",43767,"South America"
"43768",43768,"South America"
"43769",43769,"South America"
"43770",43770,"South America"
"43771",43771,"South America"
"43772",43772,"South America"
"43773",43773,"South America"
"43774",43774,"South America"
"43775",43775,"South America"
"43776",43776,"South America"
"43777",43777,"South America"
"43778",43778,"South America"
"43779",43779,"South America"
"43780",43780,"South America"
"43781",43781,"South America"
"43782",43782,"South America"
"43783",43783,"South America"
"43784",43784,"South America"
"43785",43785,"South America"
"43786",43786,"South America"
"43787",43787,"South America"
"43788",43788,"South America"
"43789",43789,"South America"
"43791",43791,"South America"
"43792",43792,"South America"
"43793",43793,"South America"
"43860",43860,"Africa"
"43861",43861,"Africa"
"43862",43862,"Africa"
"43863",43863,"Africa"
"43864",43864,"Africa"
"43865",43865,"Africa"
"43866",43866,"Africa"
"43867",43867,"Africa"
"43868",43868,"Africa"
"43869",43869,"Africa"
"43870",43870,"Africa"
"43871",43871,"Africa"
"43872",43872,"Africa"
"43873",43873,"Africa"
"43874",43874,"Africa"
"43875",43875,"Africa"
"43876",43876,"Africa"
"43877",43877,"Africa"
"43878",43878,"Africa"
"43879",43879,"Africa"
"43880",43880,"Africa"
"43881",43881,"Africa"
"43882",43882,"Africa"
"43883",43883,"Africa"
"43884",43884,"Africa"
"43885",43885,"Africa"
"43886",43886,"Africa"
"43887",43887,"Africa"
"43888",43888,"Africa"
"43889",43889,"Africa"
"43890",43890,"Africa"
"43891",43891,"Africa"
"43892",43892,"Africa"
"43893",43893,"Africa"
"43894",43894,"Africa"
"43895",43895,"Africa"
"43896",43896,"Africa"
"43897",43897,"Africa"
"43898",43898,"Africa"
"43967",43967,"Eurasia"
"43969",43969,"Eurasia"
"43970",43970,"Eurasia"
"43971",43971,"Eurasia"
"43972",43972,"Eurasia"
"43973",43973,"Eurasia"
"43980",43980,"Eurasia"
"43981",43981,"Eurasia"
"43982",43982,"Eurasia"
"43983",43983,"Eurasia"
"43984",43984,"Eurasia"
"43985",43985,"Eurasia"
"43986",43986,"Eurasia"
"43987",43987,"Eurasia"
"43988",43988,"Eurasia"
"43992",43992,"Eurasia"
"43993",43993,"Eurasia"
"43994",43994,"Eurasia"
"43995",43995,"Eurasia"
"43996",43996,"Eurasia"
"44006",44006,"Eurasia"
"44007",44007,"Eurasia"
"44008",44008,"Eurasia"
"44009",44009,"Eurasia"
"44184",44184,"South America"
"44185",44185,"South America"
"44186",44186,"South America"
"44187",44187,"South America"
"44188",44188,"South America"
"44189",44189,"South America"
"44190",44190,"South America"
"44191",44191,"South America"
"44192",44192,"South America"
"44193",44193,"South America"
"44194",44194,"South America"
"44195",44195,"South America"
"44196",44196,"South America"
"44197",44197,"South America"
"44198",44198,"South America"
"44199",44199,"South America"
"44200",44200,"South America"
"44201",44201,"South America"
"44202",44202,"South America"
"44203",44203,"South America"
"44204",44204,"South America"
"44205",44205,"South America"
"44206",44206,"South America"
"44207",44207,"South America"
"44208",44208,"South America"
"44209",44209,"South America"
"44210",44210,"South America"
"44211",44211,"South America"
"44212",44212,"South America"
"44213",44213,"South America"
"44214",44214,"South America"
"44215",44215,"South America"
"44216",44216,"South America"
"44217",44217,"South America"
"44218",44218,"South America"
"44219",44219,"South America"
"44220",44220,"South America"
"44221",44221,"South America"
"44222",44222,"South America"
"44223",44223,"South America"
"44224",44224,"South America"
"44225",44225,"South America"
"44226",44226,"South America"
"44227",44227,"South America"
"44292",44292,"Africa"
"44293",44293,"Africa"
"44294",44294,"Africa"
"44295",44295,"Africa"
"44296",44296,"Africa"
"44297",44297,"Africa"
"44298",44298,"Africa"
"44299",44299,"Africa"
"44300",44300,"Africa"
"44301",44301,"Africa"
"44302",44302,"Africa"
"44303",44303,"Africa"
"44304",44304,"Africa"
"44305",44305,"Africa"
"44306",44306,"Africa"
"44307",44307,"Africa"
"44308",44308,"Africa"
"44309",44309,"Africa"
"44310",44310,"Africa"
"44311",44311,"Africa"
"44312",44312,"Africa"
"44313",44313,"Africa"
"44314",44314,"Africa"
"44315",44315,"Africa"
"44316",44316,"Africa"
"44317",44317,"Africa"
"44318",44318,"Africa"
"44319",44319,"Africa"
"44320",44320,"Africa"
"44321",44321,"Africa"
"44322",44322,"Africa"
"44323",44323,"Africa"
"44324",44324,"Africa"
"44325",44325,"Africa"
"44326",44326,"Africa"
"44327",44327,"Africa"
"44328",44328,"Africa"
"44329",44329,"Africa"
"44400",44400,"Eurasia"
"44402",44402,"Eurasia"
"44403",44403,"Eurasia"
"44404",44404,"Eurasia"
"44405",44405,"Eurasia"
"44406",44406,"Eurasia"
"44407",44407,"Eurasia"
"44413",44413,"Eurasia"
"44414",44414,"Eurasia"
"44415",44415,"Eurasia"
"44416",44416,"Eurasia"
"44417",44417,"Eurasia"
"44418",44418,"Eurasia"
"44419",44419,"Eurasia"
"44420",44420,"Eurasia"
"44424",44424,"Eurasia"
"44425",44425,"Eurasia"
"44426",44426,"Eurasia"
"44439",44439,"Eurasia"
"44440",44440,"Eurasia"
"44441",44441,"Eurasia"
"44446",44446,"Eurasia"
"44447",44447,"Eurasia"
"44457",44457,"Oceania"
"44617",44617,"South America"
"44618",44618,"South America"
"44619",44619,"South America"
"44620",44620,"South America"
"44621",44621,"South America"
"44622",44622,"South America"
"44623",44623,"South America"
"44624",44624,"South America"
"44625",44625,"South America"
"44626",44626,"South America"
"44627",44627,"South America"
"44628",44628,"South America"
"44629",44629,"South America"
"44630",44630,"South America"
"44631",44631,"South America"
"44632",44632,"South America"
"44633",44633,"South America"
"44634",44634,"South America"
"44635",44635,"South America"
"44636",44636,"South America"
"44637",44637,"South America"
"44638",44638,"South America"
"44639",44639,"South America"
"44640",44640,"South America"
"44641",44641,"South America"
"44642",44642,"South America"
"44643",44643,"South America"
"44644",44644,"South America"
"44645",44645,"South America"
"44646",44646,"South America"
"44647",44647,"South America"
"44648",44648,"South America"
"44649",44649,"South America"
"44650",44650,"South America"
"44651",44651,"South America"
"44652",44652,"South America"
"44653",44653,"South America"
"44654",44654,"South America"
"44655",44655,"South America"
"44656",44656,"South America"
"44657",44657,"South America"
"44658",44658,"South America"
"44660",44660,"South America"
"44661",44661,"South America"
"44662",44662,"South America"
"44663",44663,"South America"
"44664",44664,"South America"
"44725",44725,"Africa"
"44726",44726,"Africa"
"44727",44727,"Africa"
"44728",44728,"Africa"
"44729",44729,"Africa"
"44730",44730,"Africa"
"44731",44731,"Africa"
"44732",44732,"Africa"
"44733",44733,"Africa"
"44734",44734,"Africa"
"44735",44735,"Africa"
"44736",44736,"Africa"
"44737",44737,"Africa"
"44738",44738,"Africa"
"44739",44739,"Africa"
"44740",44740,"Africa"
"44741",44741,"Africa"
"44742",44742,"Africa"
"44743",44743,"Africa"
"44744",44744,"Africa"
"44745",44745,"Africa"
"44746",44746,"Africa"
"44747",44747,"Africa"
"44748",44748,"Africa"
"44749",44749,"Africa"
"44750",44750,"Africa"
"44751",44751,"Africa"
"44752",44752,"Africa"
"44753",44753,"Africa"
"44754",44754,"Africa"
"44755",44755,"Africa"
"44756",44756,"Africa"
"44757",44757,"Africa"
"44758",44758,"Africa"
"44759",44759,"Africa"
"44760",44760,"Africa"
"44835",44835,"Eurasia"
"44836",44836,"Eurasia"
"44837",44837,"Eurasia"
"44838",44838,"Eurasia"
"44839",44839,"Eurasia"
"44842",44842,"Eurasia"
"44845",44845,"Eurasia"
"44846",44846,"Eurasia"
"44847",44847,"Eurasia"
"44848",44848,"Eurasia"
"44849",44849,"Eurasia"
"44850",44850,"Eurasia"
"44851",44851,"Eurasia"
"44852",44852,"Eurasia"
"44856",44856,"Eurasia"
"44858",44858,"Eurasia"
"44859",44859,"Eurasia"
"44867",44867,"Eurasia"
"44868",44868,"Eurasia"
"44871",44871,"Eurasia"
"44872",44872,"Eurasia"
"44873",44873,"Eurasia"
"44874",44874,"Eurasia"
"44876",44876,"Eurasia"
"44877",44877,"Eurasia"
"44878",44878,"Eurasia"
"44879",44879,"Eurasia"
"44880",44880,"Eurasia"
"44881",44881,"Eurasia"
"44882",44882,"Oceania"
"44894",44894,"Oceania"
"45048",45048,"South America"
"45049",45049,"South America"
"45050",45050,"South America"
"45051",45051,"South America"
"45052",45052,"South America"
"45053",45053,"South America"
"45054",45054,"South America"
"45055",45055,"South America"
"45056",45056,"South America"
"45057",45057,"South America"
"45058",45058,"South America"
"45059",45059,"South America"
"45060",45060,"South America"
"45061",45061,"South America"
"45062",45062,"South America"
